GeneID	commonID	mouse_or_human	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	dataset	CTL_mean	hnRNPL_dep_mean	geneid_noVer
ENSMUSG00000020758.15	42825	mouse	Itgb4	33.2257500029481	1.62970106120579	0.439757632458101	3.70590739288889	0.000210635257955248	0.0029969359770438	actb_d1	16.1679885570649	50.2835114488313	ENSMUSG00000020758
ENSMUSG00000040918.12	40711	mouse	Slc19a2	1064.13370477793	1.61383226667589	0.136822055106008	11.7951178662352	4.13621115697417e-32	1.93201414310274e-29	actb_d1	524.770099422364	1603.4973101335	ENSMUSG00000040918
ENSMUSG00000005125.13	38677	mouse	Ndrg1	61.1825472448857	1.57396171612644	0.327787227035493	4.80177867320014	1.57262458236904e-06	4.53574297845625e-05	actb_d1	30.9575627547858	91.4075317349856	ENSMUSG00000005125
ENSMUSG00000020108.4	49089	mouse	Ddit4	1025.50847823622	1.55066437388563	0.178124986110543	8.70548488308821	3.16219913954578e-18	6.30825788765014e-16	actb_d1	522.669518214254	1528.34743825818	ENSMUSG00000020108
ENSMUSG00000039450.11	49469	mouse	Dcxr	330.403010412857	1.48574295646968	0.2156213371488	6.89051916714703	5.5589135787542e-12	5.02163933710951e-10	actb_d1	174.020818247546	486.785202578168	ENSMUSG00000039450
ENSMUSG00000073802.5	45564	mouse	Cdkn2b	106.721925693972	1.47319346875563	0.269736171689805	5.46160887331712	4.71838735189042e-08	1.93909519691102e-06	actb_d1	56.3250136942305	157.118837693714	ENSMUSG00000073802
ENSMUSG00000026880.11	45600	mouse	Stom	90.9386636612298	1.36176970311999	0.314612895749208	4.32839760073128	1.5019813710999e-05	0.000329112645742953	actb_d1	51.2833791363976	130.593948186062	ENSMUSG00000026880
ENSMUSG00000047281.3	50940	mouse	Sfn	340.0266881051	1.34726007313493	0.235544060805499	5.71977942694738	1.06662427739234e-08	4.9340390184398e-07	actb_d1	192.129405040302	487.923971169898	ENSMUSG00000047281
ENSMUSG00000044303.6	740	mouse	Cdkn2a	17.4100869716409	1.34029532035368	0.617541173282042	2.1703740225618	0.0299785230957954	0.13591753090324	actb_d1	10.0809073814254	24.7392665618563	ENSMUSG00000044303
ENSMUSG00000037235.13	41586	mouse	Mxd4	1058.67262051879	1.23630864917875	0.197040508851408	6.27438822801192	3.51011677718954e-10	2.20400807868711e-08	actb_d1	630.295744118158	1487.04949691941	ENSMUSG00000037235
ENSMUSG00000002799.6	53145	mouse	Jag2	24.8856081654047	1.13799646467076	0.483972872612606	2.35136415503533	0.0187047181331532	0.0975794216747527	actb_d1	15.6440008795306	34.1272154512789	ENSMUSG00000002799
ENSMUSG00000031995.9	45750	mouse	St14	926.580310739176	1.0795416001395	0.143179698430932	7.53976724333062	4.70811024303299e-14	5.60031175554812e-12	actb_d1	595.091383535639	1258.06923794271	ENSMUSG00000031995
ENSMUSG00000023186.14	39519	mouse	Vwa5a	748.173183717279	1.07573804128825	0.18325019350977	5.87032417638838	4.3494382965465e-09	2.16916908378026e-07	actb_d1	482.143461887618	1014.20290554694	ENSMUSG00000023186
ENSMUSG00000024778.13	36105	mouse	Fas	389.902441808674	1.01502698877528	0.1700221932041	5.96996762391374	2.37300672321818e-09	1.25539921978871e-07	actb_d1	258.070234554229	521.73464906312	ENSMUSG00000024778
ENSMUSG00000037706.17	39590	mouse	Cd81	11400.6300491922	1.00856113198663	0.18600774600737	5.42214587099328	5.88877956722627e-08	2.3642770962673e-06	actb_d1	7571.12067941129	15230.1394189731	ENSMUSG00000037706
ENSMUSG00000037573.5	44487	mouse	Tob1	638.895971409089	0.954195414345069	0.177193693587441	5.38504161760248	7.24278880131661e-08	2.88972184029196e-06	actb_d1	435.583112146268	842.20883067191	ENSMUSG00000037573
ENSMUSG00000034394.14	42228	mouse	Lif	13.3951752719733	0.917773490207849	0.600948099793181	1.52720923907356	0.126708989622434	0.342450445986343	actb_d1	9.32389496810317	17.4664555758435	ENSMUSG00000034394
ENSMUSG00000040997.13	38045	mouse	Abhd4	728.780862562958	0.892294853325223	0.154437509588296	5.77770812093468	7.57250246065846e-09	3.60748742845946e-07	actb_d1	510.799649441114	946.762075684802	ENSMUSG00000040997
ENSMUSG00000048756.11	40833	mouse	Foxo3	2899.56159452278	0.888637983533198	0.125702287200073	7.06938595412193	1.55620766976664e-12	1.52055781039291e-10	actb_d1	2034.08348480758	3765.03970423797	ENSMUSG00000048756
ENSMUSG00000048756.11	75575	mouse	Foxo3	2899.56159452278	0.888637983533198	0.125702287200073	7.06938595412193	1.55620766976664e-12	1.52055781039291e-10	actb_d1	2034.08348480758	3765.03970423797	ENSMUSG00000048756
ENSMUSG00000074063.10	44453	mouse	Osgin1	39.1230631106777	0.861386677451218	0.399697688779534	2.15509546748053	0.0311543643384954	0.139694973412907	actb_d1	27.9870673732469	50.2590588481085	ENSMUSG00000074063
ENSMUSG00000040158.12	61905	mouse	Tax1bp3	83.0811625255893	0.859755066223548	0.328042458654064	2.62086520675118	0.00877069325599093	0.0565737778866562	actb_d1	59.0418464033289	107.12047864785	ENSMUSG00000040158
ENSMUSG00000040430.18	46298	mouse	Pitpnc1	633.001850406962	0.845335098840336	0.177647097583081	4.75850779630664	1.95029361102976e-06	5.50074712000455e-05	actb_d1	453.354588590466	812.649112223459	ENSMUSG00000040430
ENSMUSG00000003873.11	37402	mouse	Bax	3164.98343936603	0.817256740412615	0.122628915447665	6.66447010013227	2.65621970819777e-11	2.00272691463368e-09	actb_d1	2291.74425419997	4038.2226245321	ENSMUSG00000003873
ENSMUSG00000032715.9	38226	mouse	Trib3	515.453956815141	0.804167885390357	0.280663531644813	2.86523824694137	0.00416695606309064	0.0323621431055016	actb_d1	375.096623863183	655.8112897671	ENSMUSG00000032715
ENSMUSG00000038332.13	37163	mouse	Sesn1	1042.77063835364	0.797349613914865	0.14036063078268	5.68072122124755	1.34127944248999e-08	6.11591490550614e-07	actb_d1	761.685879294856	1323.85539741242	ENSMUSG00000038332
ENSMUSG00000020432.12	53275	mouse	Tcn2	304.346040204885	0.794927396765975	0.19025761464204	4.17816337212885	2.93872541703942e-05	0.000583207569551522	actb_d1	222.650267384819	386.041813024951	ENSMUSG00000020432
ENSMUSG00000044636.6	39628	mouse	Csrnp2	262.941173771368	0.788661728313293	0.189441825865306	4.16308132964278	3.13981467643226e-05	0.000610435310386574	actb_d1	193.053936709663	332.828410833073	ENSMUSG00000044636
ENSMUSG00000001156.9	36459	mouse	Mxd1	472.238772116287	0.761365170082845	0.160508769794842	4.74344904054777	2.10109816464655e-06	5.89138081275931e-05	actb_d1	350.106791277184	594.37075295539	ENSMUSG00000001156
ENSMUSG00000056666.13	36238	mouse	Retsat	181.936892879386	0.742869833509252	0.215844952837557	3.44168266963522	0.000578107994970171	0.0068005812111018	actb_d1	136.617573144745	227.256212614027	ENSMUSG00000056666
ENSMUSG00000020423.6	46917	mouse	Btg2	2532.85693477939	0.74165739751037	0.176710112549262	4.19702860697131	2.70439784325911e-05	0.000544604869571558	actb_d1	1895.74627123767	3169.9675983211	ENSMUSG00000020423
ENSMUSG00000022822.16	40141	mouse	Abcc5	1115.40003220057	0.710796892955966	0.154827837685708	4.59088561579503	4.41369187250553e-06	0.000113003493382825	actb_d1	845.664751585261	1385.13531281588	ENSMUSG00000022822
ENSMUSG00000025504.14	51222	mouse	Eps8l2	14.7616845744773	0.684657108934686	0.776804777464145	0.881376027539027	0.378114328361013	0.633420880199595	actb_d1	11.2158790400596	18.307490108895	ENSMUSG00000025504
ENSMUSG00000036894.3	52123	mouse	Rap2b	793.575516622247	0.672611731160202	0.144649250491266	4.64994964630538	3.32016079436262e-06	8.73412079297231e-05	actb_d1	612.396061577839	974.754971666654	ENSMUSG00000036894
ENSMUSG00000020184.15	43390	mouse	Mdm2	5429.2535226934	0.662471739492866	0.119098546462098	5.5623830783165	2.66115325048369e-08	1.14525271685423e-06	actb_d1	4204.74108724204	6653.76595814476	ENSMUSG00000020184
ENSMUSG00000019979.12	41138	mouse	Apaf1	2830.91955870914	0.648888525085763	0.13135595505059	4.9399246865957	7.8152750828018e-07	2.42185005033556e-05	actb_d1	2205.55355888792	3456.28555853036	ENSMUSG00000019979
ENSMUSG00000022892.11	44628	mouse	App	62.8691925576122	0.588867376706455	0.31217951128904	1.88631013699434	0.0592531740507723	0.213581316816552	actb_d1	50.2471326001363	75.4912525150882	ENSMUSG00000022892
ENSMUSG00000062762.17	45773	mouse	Ei24	5183.02148613402	0.583376909775102	0.135032286686287	4.32027720252143	1.55833321458315e-05	0.000339904776679748	actb_d1	4149.84825768227	6216.19471458577	ENSMUSG00000062762
ENSMUSG00000026048.16	43236	mouse	Ercc5	892.158768637642	0.517214575359613	0.146371506173273	3.53357418312918	0.000409981017817695	0.00517912036426562	actb_d1	733.2640163448	1051.05352093048	ENSMUSG00000026048
ENSMUSG00000041959.14	55337	mouse	S100a10	861.910320364678	0.510876536449582	0.143872465061538	3.55089861170494	0.000383918282133944	0.00489858165274766	actb_d1	711.278949663319	1012.54169106604	ENSMUSG00000041959
ENSMUSG00000025408.15	50818	mouse	Ddit3	378.084690080088	0.484184104219923	0.243906377561691	1.98512277153335	0.0471308138528319	0.183044086909579	actb_d1	314.471741568356	441.69763859182	ENSMUSG00000025408
ENSMUSG00000025357.8	36583	mouse	Dgka	2448.82305884548	0.478753386722922	0.127175396946263	3.7645126197264	0.000166874241029197	0.00246590168977635	actb_d1	2045.83362355696	2851.81249413401	ENSMUSG00000025357
ENSMUSG00000029397.15	47738	mouse	Rchy1	1371.02051362572	0.463105958086743	0.155361068269106	2.98083659726504	0.00287462133131755	0.024359235892063	actb_d1	1153.35334062718	1588.68768662425	ENSMUSG00000029397
ENSMUSG00000031137.17	42384	mouse	Fgf13	120.53401456652	0.453154073198215	0.357577263480665	1.267289952351	0.205051631887332	0.454571242753932	actb_d1	102.211612757359	138.856416375681	ENSMUSG00000031137
ENSMUSG00000025730.14	55220	mouse	Rab40c	682.537787211777	0.453011881768894	0.156996863462608	2.88548364456204	0.00390812767570205	0.0308510111778112	actb_d1	575.917096122632	789.158478300921	ENSMUSG00000025730
ENSMUSG00000025283.15	42424	mouse	Sat1	564.458660492621	0.449657539235423	0.149054835095613	3.01672561609278	0.00255520987227098	0.0222139937670694	actb_d1	477.25539893145	651.661922053792	ENSMUSG00000025283
ENSMUSG00000055200.7	48883	mouse	Sertad3	236.776025875683	0.448609685334974	0.193705403686721	2.31593789742959	0.0205616597423505	0.104311614761789	actb_d1	200.158426295688	273.393625455678	ENSMUSG00000055200
ENSMUSG00000060012.9	55392	mouse	Kif13b	1032.17572953074	0.445409783243406	0.158716536125625	2.80632247978787	0.00501105149749781	0.0371387953670977	actb_d1	873.651517008575	1190.69994205291	ENSMUSG00000060012
ENSMUSG00000032599.12	36711	mouse	Ip6k2	615.235878152245	0.442249925683447	0.146994555839764	3.00861432014894	0.00262442043895989	0.022748962560295	actb_d1	521.187910071235	709.283846233254	ENSMUSG00000032599
ENSMUSG00000036390.8	40427	mouse	Gadd45a	109.889942827808	0.440387836368597	0.245616139763396	1.79299225528431	0.0729741624496323	0.24376908862252	actb_d1	93.0533832059414	126.726502449675	ENSMUSG00000036390
ENSMUSG00000078851.4	52080	mouse	Hist3h2a	50.7077066608367	0.437384168591081	0.352950408187042	1.23922273057493	0.215263024897334	0.467828210373224	actb_d1	43.17245004214	58.2429632795333	ENSMUSG00000078851
ENSMUSG00000036781.13	514	mouse	Rps27l	6356.46096784509	0.428308776340294	0.211871827321421	2.02154661974255	0.0432232114750219	0.173152679914645	actb_d1	5420.14975712954	7292.77217856064	ENSMUSG00000036781
